Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Precious Achiuwa\achiupr01,C,22,TOR,29,17,24.4,3.3,8.1,.406,0.3,1.2,.257,3.0,6.9,.432,.425,1.0,1.8,.569,2.3,5.2,7.5,1.4,0.6,0.6,1.1,2.2,7.9
2,Steven Adams\adamsst01,C,28,MEM,40,40,25.7,2.6,5.0,.530,0.0,0.0,,2.6,5.0,.530,.530,1.7,2.9,.600,4.3,5.1,9.4,3.0,0.8,0.6,1.6,1.7,7.0
3,Bam Adebayo\adebaba01,C,24,MIA,18,18,32.9,7.0,13.5,.519,0.0,0.1,.000,7.0,13.4,.521,.519,4.7,6.2,.759,2.7,7.4,10.2,3.2,1.1,0.3,2.9,3.3,18.7
4,Santi Aldama\aldamsa01,PF,21,MEM,22,0,10.9,1.5,3.9,.376,0.2,1.6,.114,1.3,2.3,.560,.400,0.5,0.9,.579,1.0,1.7,2.7,0.6,0.1,0.3,0.4,1.0,3.6
5,LaMarcus Aldridge\aldrila01,C,36,BRK,29,10,22.9,5.7,10.1,.565,0.4,1.2,.343,5.3,8.9,.595,.586,1.5,1.8,.846,1.5,4.1,5.6,0.8,0.4,1.1,0.9,1.7,13.3
6,Nickeil Alexander-Walker\alexani01,SG,23,NOP,38,18,27.1,4.9,13.3,.371,2.1,6.6,.316,2.9,6.8,.424,.449,1.2,1.7,.708,0.8,2.7,3.5,2.6,0.9,0.3,1.7,1.8,13.2
7,Grayson Allen\allengr01,SG,26,MIL,36,35,28.4,4.1,9.9,.414,2.7,7.0,.389,1.4,2.9,.476,.552,1.0,1.1,.854,0.4,2.9,3.4,1.3,0.8,0.4,0.6,1.4,11.9
8,Jarrett Allen\allenja01,C,23,CLE,34,34,32.6,6.9,9.9,.699,0.0,0.2,.125,6.9,9.6,.713,.701,3.0,4.3,.705,3.4,7.5,10.9,1.8,0.9,1.5,1.8,1.8,16.9
9,Jose Alvarado\alvarjo01,PG,23,NOP,14,0,7.2,0.6,2.1,.276,0.4,1.1,.313,0.2,0.9,.231,.362,0.5,0.8,.636,0.3,0.4,0.6,1.1,0.6,0.1,0.1,0.9,2.0
10,Justin Anderson\anderju01,SF,28,TOT,6,0,12.8,1.0,3.2,.316,0.5,2.5,.200,0.5,0.7,.750,.395,1.0,1.2,.857,0.3,1.3,1.7,1.5,0.3,0.2,0.5,1.5,3.5
10,Justin Anderson\anderju01,SF,28,CLE,3,0,15.7,1.3,2.7,.500,0.7,2.0,.333,0.7,0.7,1.000,.625,1.0,1.3,.750,0.0,2.0,2.0,2.0,0.3,0.0,0.7,1.3,4.3
10,Justin Anderson\anderju01,SF,28,IND,3,0,10.0,0.7,3.7,.182,0.3,3.0,.111,0.3,0.7,.500,.227,1.0,1.0,1.000,0.7,0.7,1.3,1.0,0.3,0.3,0.3,1.7,2.7
11,Kyle Anderson\anderky01,PF,28,MEM,35,7,22.6,3.3,7.4,.438,0.7,2.0,.338,2.6,5.4,.476,.485,1.1,1.6,.673,0.9,4.4,5.3,2.7,1.1,0.6,1.1,1.5,8.3
12,Giannis Antetokounmpo\antetgi01,PF,27,MIL,34,34,32.5,10.0,18.4,.541,1.1,3.9,.284,8.9,14.5,.611,.571,7.4,10.5,.700,1.9,9.6,11.4,6.0,1.1,1.4,3.4,3.2,28.4
13,Thanasis Antetokounmpo\antetth01,SF,29,MIL,27,5,12.1,1.4,3.0,.457,0.0,0.4,.091,1.3,2.6,.514,.463,0.6,0.9,.625,1.1,1.7,2.9,0.7,0.5,0.2,0.6,2.0,3.3
14,Carmelo Anthony\anthoca01,PF,37,LAL,41,3,27.0,4.5,10.5,.427,2.3,6.0,.389,2.1,4.5,.478,.538,1.9,2.3,.802,0.8,3.3,4.1,1.0,0.8,0.8,0.8,2.3,13.2
15,Cole Anthony\anthoco01,PG,21,ORL,27,27,34.0,6.8,16.7,.406,2.7,7.7,.348,4.1,9.0,.455,.486,3.6,4.2,.860,0.5,5.6,6.1,5.7,0.9,0.2,2.7,2.6,19.9
16,OG Anunoby\anunoog01,SF,24,TOR,23,23,36.0,7.0,16.0,.439,2.7,7.3,.363,4.4,8.7,.502,.522,2.6,3.2,.808,1.4,3.7,5.1,2.3,1.6,0.4,1.6,2.8,19.3
17,Trevor Ariza\arizatr01,SF,36,LAL,7,1,16.6,1.1,2.0,.571,1.0,1.9,.538,0.1,0.1,1.000,.821,0.1,0.3,.500,0.1,3.0,3.1,1.0,0.1,0.1,0.1,0.4,3.4
18,D.J. Augustin\augusdj01,PG,34,HOU,31,2,15.0,1.6,3.9,.402,1.1,2.8,.395,0.5,1.2,.417,.541,1.0,1.1,.882,0.2,0.9,1.1,2.3,0.3,0.0,1.3,0.5,5.2
19,Deni Avdija\avdijde01,SF,21,WAS,41,5,23.0,2.6,6.1,.430,0.9,2.8,.302,1.8,3.3,.541,.500,1.1,1.5,.721,0.7,4.2,4.9,1.5,0.8,0.7,0.9,2.3,7.2
20,Joel Ayayi\ayayijo01,SG,21,WAS,7,0,2.9,0.1,0.9,.167,0.0,0.1,.000,0.1,0.7,.200,.167,0.0,0.0,,0.1,0.3,0.4,0.6,0.0,0.0,0.0,0.0,0.3
21,Deandre Ayton\aytonde01,C,23,PHO,26,26,30.7,7.3,11.6,.631,0.0,0.3,.143,7.3,11.3,.643,.633,2.1,3.0,.705,2.8,8.1,10.9,1.5,0.7,0.8,1.7,2.2,16.8
22,Udoka Azubuike\azubuud01,C,22,UTA,6,1,6.7,0.7,0.8,.800,0.0,0.0,,0.7,0.8,.800,.800,0.2,0.3,.500,0.3,1.0,1.3,0.0,0.2,0.3,0.3,0.5,1.5
23,Marvin Bagley III\baglema01,PF,22,SAC,23,10,20.9,3.1,7.5,.419,0.5,2.2,.220,2.7,5.3,.500,.451,1.3,1.7,.750,2.4,4.6,7.0,0.6,0.3,0.3,0.7,1.6,8.0
24,LaMelo Ball\ballla01,PG,20,CHO,35,35,31.8,7.1,16.7,.424,2.8,7.3,.379,4.3,9.3,.459,.507,2.5,2.9,.873,1.6,5.7,7.3,7.6,1.7,0.4,3.1,3.1,19.4
25,Lonzo Ball\balllo01,PG,24,CHI,33,33,35.1,4.7,11.1,.422,3.2,7.5,.423,1.5,3.6,.420,.564,0.6,0.8,.760,1.0,4.5,5.5,5.1,1.9,0.9,2.3,2.4,13.1
26,Mo Bamba\bambamo01,C,23,ORL,32,32,28.1,4.0,9.0,.448,1.3,3.8,.333,2.8,5.2,.533,.519,0.7,0.9,.767,2.3,6.2,8.4,1.5,0.8,2.1,1.3,2.5,10.1
27,Desmond Bane\banede01,SF,23,MEM,42,42,29.9,6.7,14.3,.467,3.0,7.0,.427,3.7,7.3,.507,.572,1.2,1.4,.877,0.5,4.0,4.5,2.4,1.0,0.5,1.5,2.5,17.5
28,Dalano Banton\bantoda01,SF,22,TOR,32,1,11.9,1.5,3.7,.410,0.2,0.8,.269,1.3,2.8,.451,.440,0.6,0.8,.750,0.6,1.5,2.1,1.7,0.4,0.2,1.0,1.3,3.8
29,Cat Barber\barbeca01,PG,27,ATL,3,0,4.3,0.0,1.3,.000,0.0,0.0,,0.0,1.3,.000,.000,0.0,1.3,.000,0.3,0.7,1.0,1.0,0.0,0.0,0.3,0.3,0.0
30,Harrison Barnes\barneha02,PF,29,SAC,38,38,33.3,5.0,11.1,.447,2.1,4.9,.422,2.9,6.2,.466,.540,4.1,4.9,.824,1.2,4.9,6.1,2.3,0.7,0.2,1.7,1.2,16.1
31,Scottie Barnes\barnesc01,PF,20,TOR,32,32,35.5,5.9,12.2,.482,0.8,2.3,.324,5.1,9.9,.519,.513,2.2,3.1,.714,2.9,5.1,8.0,3.5,1.0,0.9,1.9,2.8,14.7
32,RJ Barrett\barrerj01,SF,21,NYK,34,34,31.6,5.8,14.1,.410,1.9,5.4,.348,3.9,8.7,.449,.477,2.7,3.9,.692,0.7,4.7,5.4,2.4,0.5,0.3,1.8,2.1,16.2
33,Will Barton\bartowi01,SG,31,DEN,34,34,32.8,5.8,13.6,.422,2.3,6.4,.361,3.4,7.2,.478,.508,1.2,1.5,.808,0.6,4.3,4.9,4.2,0.9,0.4,1.9,1.4,15.1
34,Paris Bass\basspa01,SF,26,PHO,2,0,3.5,1.0,3.0,.333,0.0,1.0,.000,1.0,2.0,.500,.333,1.0,1.0,1.000,1.0,1.0,2.0,0.0,0.5,0.0,1.0,1.0,3.0
35,Charles Bassey\bassech01,PF,21,PHI,18,0,7.9,1.3,2.0,.667,0.0,0.2,.000,1.3,1.8,.727,.667,0.4,0.6,.727,1.0,2.0,3.0,0.3,0.2,0.8,0.4,1.5,3.1
36,Keita Bates-Diop\bateske01,SF,26,SAS,32,11,16.8,2.2,4.3,.522,0.3,0.8,.296,2.0,3.4,.578,.551,0.8,1.1,.667,1.1,3.1,4.1,0.6,0.5,0.3,0.8,1.0,5.4
37,Nicolas Batum\batumni01,PF,33,LAC,23,19,25.5,3.0,6.2,.476,1.9,4.9,.393,1.0,1.3,.774,.629,0.3,0.5,.500,0.4,4.2,4.6,1.6,1.0,0.7,0.9,1.3,8.1
38,Kent Bazemore\bazemke01,SF,32,LAL,24,14,17.0,1.4,4.2,.327,0.8,2.3,.333,0.6,2.0,.319,.416,0.4,0.5,.769,0.3,1.7,2.0,0.9,0.8,0.3,0.3,2.1,3.9
39,Darius Bazley\bazleda01,PF,21,OKC,35,27,26.5,3.3,8.5,.393,0.9,3.4,.275,2.4,5.1,.472,.448,1.3,2.0,.634,1.1,5.2,6.3,1.2,0.7,1.3,1.4,1.0,8.9
40,Bradley Beal\bealbr01,SG,28,WAS,34,34,36.0,9.1,20.0,.455,1.6,5.5,.298,7.4,14.4,.515,.496,4.2,5.0,.840,1.0,3.7,4.7,6.4,0.9,0.4,3.4,2.4,24.0
41,Malik Beasley\beaslma01,SG,25,MIN,41,9,27.2,4.5,12.0,.374,3.0,8.7,.346,1.5,3.3,.448,.500,0.5,0.7,.741,0.4,2.8,3.2,1.6,0.6,0.1,0.8,1.2,12.5
42,Jordan Bell\belljo01,C,27,CHI,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
43,DeAndre' Bembry\bembrde01,SF,27,BRK,35,15,19.8,2.5,4.3,.589,0.3,0.7,.462,2.2,3.6,.616,.629,0.4,0.7,.577,0.7,2.5,3.2,1.2,1.0,0.5,0.7,2.1,5.9
44,Dāvis Bertāns\bertada01,PF,29,WAS,28,0,15.8,2.0,5.5,.368,1.6,4.6,.346,0.4,0.9,.480,.513,1.0,1.0,.931,0.2,1.8,2.0,0.5,0.4,0.2,0.5,1.7,6.6
45,Patrick Beverley\beverpa01,PG,33,MIN,28,24,26.5,3.3,7.8,.427,1.3,4.0,.324,2.0,3.8,.533,.509,1.3,1.8,.725,1.2,3.3,4.5,5.1,1.1,0.9,1.3,2.9,9.3
46,Saddiq Bey\beysa01,SF,22,DET,40,40,33.8,5.3,13.8,.380,2.3,7.1,.329,2.9,6.8,.433,.464,2.4,2.9,.825,1.5,4.8,6.3,2.5,0.9,0.2,1.5,1.7,15.2
47,Khem Birch\birchkh01,C,29,TOR,22,6,21.8,2.3,4.6,.500,0.0,0.4,.000,2.3,4.3,.543,.500,1.4,1.9,.738,2.7,2.6,5.4,1.3,0.9,0.5,0.7,1.8,6.0
48,Goga Bitadze\bitadgo01,C,22,IND,21,0,8.1,0.9,2.8,.322,0.2,1.3,.143,0.7,1.5,.484,.356,0.5,0.9,.611,1.0,1.2,2.2,0.1,0.5,0.5,0.4,1.5,2.5
49,Bismack Biyombo\biyombi01,C,29,PHO,4,0,16.3,2.8,4.0,.688,0.0,0.0,,2.8,4.0,.688,.688,1.3,2.0,.625,2.0,3.0,5.0,1.0,0.8,1.8,0.5,1.8,6.8
50,Nemanja Bjelica\bjeline01,C,33,GSW,40,0,15.0,2.4,5.3,.455,1.0,2.6,.379,1.4,2.7,.528,.547,0.8,1.2,.667,0.8,3.0,3.9,1.5,0.6,0.3,1.1,1.5,6.6
51,Eric Bledsoe\bledser01,PG,32,LAC,42,29,26.6,3.8,9.0,.426,1.0,3.0,.313,2.9,5.9,.484,.479,1.7,2.1,.778,0.5,3.0,3.5,4.2,1.4,0.4,2.2,1.6,10.2
52,Keljin Blevins\blevike01,SF,26,POR,3,0,4.7,0.7,1.3,.500,0.7,1.0,.667,0.0,0.3,.000,.750,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.7,0.0,2.0
53,Bogdan Bogdanović\bogdabo01,SG,29,ATL,26,24,28.8,4.5,10.8,.418,2.2,6.1,.367,2.3,4.7,.484,.521,0.9,1.2,.742,0.3,3.4,3.7,2.5,0.7,0.2,1.0,1.8,12.1
54,Bojan Bogdanović\bogdabo02,PF,32,UTA,40,40,30.5,6.2,12.8,.483,2.6,6.4,.410,3.6,6.4,.557,.586,3.2,3.7,.864,0.8,3.4,4.2,1.6,0.5,0.0,1.7,1.7,18.2
55,Bol Bol\bolbo01,PF,22,DEN,14,0,5.8,1.1,1.9,.556,0.1,0.3,.250,1.0,1.6,.609,.574,0.1,0.4,.400,0.3,1.1,1.4,0.4,0.1,0.1,0.3,0.3,2.4
56,Leandro Bolmaro\bolmale01,SF,21,MIN,23,2,8.0,0.4,1.4,.281,0.1,0.5,.167,0.3,0.9,.350,.313,0.3,0.4,.889,0.7,0.9,1.5,0.5,0.2,0.0,0.5,0.9,1.2
57,Isaac Bonga\bongais01,SF,22,TOR,12,0,5.3,0.3,1.1,.231,0.1,0.3,.250,0.2,0.8,.222,.269,0.3,0.5,.667,0.3,0.3,0.6,0.3,0.6,0.2,0.2,0.8,0.9
58,Devin Booker\bookede01,SG,25,PHO,33,33,32.8,8.3,19.1,.437,2.6,6.4,.406,5.7,12.6,.453,.506,4.1,4.7,.871,0.8,4.5,5.4,4.4,1.0,0.3,2.7,2.5,23.4
59,Brandon Boston Jr.\bostobr01,SG,20,LAC,25,0,15.8,2.4,6.6,.360,0.6,2.3,.276,1.7,4.2,.406,.409,1.4,1.6,.850,0.3,1.9,2.2,0.8,0.6,0.2,0.7,0.7,6.7
60,Chris Boucher\bouchch01,PF,29,TOR,36,7,18.3,3.1,6.9,.440,0.6,2.8,.228,2.4,4.1,.584,.486,1.8,2.3,.750,2.0,3.5,5.5,0.4,0.6,1.0,0.7,1.9,8.5
61,James Bouknight\bouknja01,SG,21,CHO,18,0,8.2,1.3,3.7,.343,0.6,1.6,.393,0.7,2.2,.308,.425,0.4,0.6,.800,0.8,0.7,1.5,0.8,0.1,0.0,0.3,0.7,3.6
62,Avery Bradley\bradlav01,SG,31,LAL,33,28,23.8,2.6,6.1,.431,1.4,3.5,.397,1.2,2.6,.477,.545,0.2,0.2,1.000,0.5,2.0,2.5,0.8,0.9,0.2,0.5,1.8,6.9
63,Tony Bradley\bradlto01,C,24,CHI,26,7,12.4,1.8,3.0,.590,0.0,0.0,,1.8,3.0,.590,.590,0.3,0.4,.727,1.5,3.0,4.5,0.5,0.2,0.7,0.7,1.3,3.8
64,Ignas Brazdeikis\brazdig01,SF,23,ORL,16,0,9.0,0.8,2.6,.286,0.3,1.4,.182,0.5,1.3,.400,.333,0.3,0.4,.833,0.4,0.9,1.4,0.5,0.3,0.1,0.3,1.0,2.1
65,Mikal Bridges\bridgmi01,SF,25,PHO,40,40,34.2,5.0,9.6,.517,1.5,3.7,.396,3.5,5.9,.594,.594,1.0,1.2,.851,1.0,3.0,3.9,1.8,1.3,0.5,0.8,2.0,12.4
66,Miles Bridges\bridgmi02,PF,23,CHO,39,39,35.9,7.4,15.5,.476,1.9,5.9,.317,5.5,9.6,.574,.536,2.9,3.9,.755,1.3,5.9,7.3,3.6,1.2,0.8,1.8,2.5,19.5
67,Oshae Brissett\brissos01,SF,23,IND,30,1,18.3,2.4,5.3,.444,0.9,2.5,.378,1.4,2.9,.500,.531,0.5,0.9,.571,1.3,2.5,3.8,0.8,0.5,0.3,0.7,1.4,6.2
68,Malcolm Brogdon\brogdma01,PG,29,IND,26,26,34.3,6.7,15.0,.446,1.8,5.7,.311,4.9,9.3,.529,.505,3.8,4.5,.855,0.9,4.4,5.3,6.1,0.9,0.4,2.2,2.1,19.0
69,Armoni Brooks\brookar01,SG,23,HOU,33,8,18.2,2.5,6.7,.367,1.8,5.6,.317,0.7,1.1,.629,.500,0.5,0.5,.889,0.3,1.7,2.0,1.4,0.6,0.2,0.6,1.6,7.2
70,Dillon Brooks\brookdi01,SF,26,MEM,21,20,28.0,6.9,16.2,.426,1.6,4.8,.327,5.3,11.4,.469,.475,3.0,3.4,.889,0.8,2.5,3.3,2.7,1.3,0.2,1.8,3.3,18.4
71,Bruce Brown\brownbr01,SF,25,BRK,30,17,22.5,3.0,6.1,.489,0.3,1.0,.333,2.7,5.1,.519,.516,0.6,0.8,.750,1.3,3.2,4.5,1.3,1.2,0.5,0.7,2.7,6.9
72,Charlie Brown Jr.\brownch02,SG,24,TOT,5,0,10.0,0.4,2.0,.200,0.0,1.2,.000,0.4,0.8,.500,.200,0.4,0.6,.667,0.2,1.4,1.6,0.4,1.2,0.4,0.4,0.8,1.2
72,Charlie Brown Jr.\brownch02,SG,24,DAL,3,0,5.0,0.3,1.7,.200,0.0,1.0,.000,0.3,0.7,.500,.200,0.0,0.0,,0.0,0.3,0.3,0.3,0.7,0.3,0.0,0.7,0.7
72,Charlie Brown Jr.\brownch02,SG,24,PHI,2,0,17.5,0.5,2.5,.200,0.0,1.5,.000,0.5,1.0,.500,.200,1.0,1.5,.667,0.5,3.0,3.5,0.5,2.0,0.5,1.0,1.0,2.0
73,Chaundee Brown Jr.\brownch05,SG-SF,23,TOT,5,2,20.8,2.0,6.4,.313,1.2,3.6,.333,0.8,2.8,.286,.406,1.0,1.2,.833,0.2,3.0,3.2,0.8,0.4,0.0,0.2,1.4,6.2
73,Chaundee Brown Jr.\brownch05,SF,23,LAL,2,0,10.5,0.5,3.5,.143,0.0,1.5,.000,0.5,2.0,.250,.143,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0
73,Chaundee Brown Jr.\brownch05,SG,23,ATL,3,2,27.7,3.0,8.3,.360,2.0,5.0,.400,1.0,3.3,.300,.480,1.7,2.0,.833,0.3,4.3,4.7,1.3,0.7,0.0,0.0,2.3,9.7
74,Greg Brown III\browngr01,SF,20,POR,15,0,4.9,0.7,1.8,.370,0.0,0.3,.000,0.7,1.5,.455,.370,0.3,0.7,.364,0.5,0.9,1.3,0.3,0.1,0.3,0.3,0.7,1.6
75,Jaylen Brown\brownja02,SF,25,BOS,27,27,34.8,8.8,19.2,.459,2.8,7.6,.368,6.0,11.7,.517,.531,3.8,4.9,.767,0.9,5.7,6.6,3.0,1.1,0.5,3.1,2.7,24.2
76,Moses Brown\brownmo01,C,22,DAL,24,1,6.8,1.1,2.0,.563,0.0,0.0,,1.1,2.0,.563,.563,1.1,1.8,.628,0.6,1.8,2.4,0.0,0.1,0.3,0.6,1.2,3.4
77,Sterling Brown\brownst02,SG,26,DAL,32,3,15.0,1.5,3.7,.407,0.8,2.3,.351,0.7,1.4,.500,.517,0.3,0.3,.900,0.7,3.0,3.7,0.9,0.4,0.2,0.6,1.2,4.1
78,Troy Brown Jr.\browntr01,SF,22,CHI,27,1,14.7,1.6,3.9,.415,0.5,1.7,.311,1.1,2.3,.492,.481,0.4,0.6,.750,0.5,2.3,2.8,1.3,0.7,0.1,0.3,0.8,4.2
79,Jalen Brunson\brunsja01,PG,25,DAL,39,21,30.7,6.4,12.8,.499,1.1,3.1,.336,5.4,9.7,.551,.540,2.2,2.8,.771,0.6,3.1,3.7,5.6,0.8,0.1,1.7,1.8,16.0
80,Shaq Buchanan\buchash01,PG,25,MEM,2,0,5.0,0.5,2.0,.250,0.0,1.0,.000,0.5,1.0,.500,.250,0.0,0.0,,0.5,0.5,1.0,1.0,0.5,0.0,1.0,0.5,1.0
81,Reggie Bullock\bullore01,SF,30,DAL,33,13,24.3,2.3,6.2,.379,1.5,4.6,.318,0.9,1.6,.558,.498,0.4,0.5,.765,0.2,2.7,2.9,1.1,0.4,0.2,0.5,1.4,6.5
82,Trey Burke\burketr01,PG,29,DAL,19,0,13.6,2.9,6.7,.430,0.8,2.6,.327,2.1,4.2,.494,.492,0.8,0.9,.941,0.1,1.1,1.2,2.1,0.4,0.0,0.8,1.0,7.5
83,Alec Burks\burksal01,SG,30,NYK,40,16,27.6,3.7,9.3,.392,1.9,4.7,.407,1.7,4.6,.377,.496,2.6,3.2,.817,0.5,3.7,4.2,2.4,1.3,0.3,0.9,2.3,11.8
84,Jared Butler\butleja02,SG,21,UTA,20,1,5.7,0.9,2.6,.346,0.5,1.5,.333,0.4,1.1,.364,.442,0.3,0.5,.667,0.1,0.7,0.8,0.7,0.2,0.3,0.8,1.0,2.6
85,Jimmy Butler\butleji01,SF,32,MIA,23,23,33.8,7.8,15.7,.500,0.5,1.9,.250,7.3,13.7,.535,.515,7.0,8.1,.871,1.9,4.0,5.9,5.4,2.0,0.4,2.0,1.3,23.2
86,Devontae Cacok\cacokde01,PF,25,SAS,6,0,9.0,2.2,3.2,.684,0.0,0.0,,2.2,3.2,.684,.684,0.0,0.0,,0.8,2.5,3.3,0.3,0.7,0.8,0.2,1.3,4.3
87,Kentavious Caldwell-Pope\caldwke01,SG,28,WAS,38,38,29.7,4.2,9.9,.420,2.1,5.5,.389,2.0,4.4,.458,.528,1.2,1.3,.882,0.5,3.1,3.6,1.7,1.2,0.4,1.3,1.8,11.6
88,Facundo Campazzo\campafa01,PG,30,DEN,38,4,22.1,2.1,5.6,.379,1.2,3.5,.328,0.9,2.0,.468,.483,1.2,1.4,.815,0.4,1.8,2.2,4.0,1.1,0.5,1.2,2.2,6.5
89,Vlatko Čančar\cancavl01,PF,24,DEN,14,1,10.9,1.6,2.8,.564,0.5,0.9,.583,1.1,1.9,.556,.654,0.6,0.9,.750,0.4,1.2,1.6,0.9,0.1,0.2,0.6,0.9,4.3
90,Clint Capela\capelca01,C,27,ATL,36,36,29.7,5.3,9.3,.569,0.0,0.0,.000,5.3,9.3,.571,.569,1.3,2.7,.464,4.2,8.9,13.1,1.4,0.8,1.5,0.6,2.5,11.8
