Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
464,Justin Robinson\robinju01,PG,24,MIL,17,198,4.6,.415,.649,.035,1.1,5.7,3.4,14.1,2.0,0.0,16.0,14.9,,-0.2,0.2,-0.1,-0.018,,-6.1,-0.6,-6.7,-0.2
464,Justin Robinson\robinju01,PG,24,SAC,3,15,-13.5,.125,.375,.000,0.0,7.1,3.6,17.4,0.0,0.0,11.1,25.6,,-0.1,0.0,-0.1,-0.447,,-18.0,-7.9,-25.9,-0.1
464,Justin Robinson\robinju01,PG,24,DET,5,91,5.2,.457,.750,.214,2.2,6.3,4.1,15.0,0.5,1.0,14.0,16.7,,-0.1,0.0,-0.1,-0.038,,-4.8,-2.5,-7.3,-0.1
465,Mitchell Robinson\robinmi01,C,23,NYK,37,922,19.5,.755,.000,.529,14.6,20.3,17.4,2.9,1.0,6.3,12.9,10.4,,2.8,1.3,4.1,.213,,0.5,0.6,1.1,0.7
466,Jeremiah Robinson-Earl\robinje02,C,21,OKC,36,819,11.4,.523,.517,.165,7.4,17.9,12.5,6.0,1.1,1.2,10.9,15.0,,0.4,0.8,1.1,.066,,-2.1,-0.8,-2.8,-0.2
467,Isaiah Roby\robyis01,PF,23,OKC,18,246,17.7,.649,.262,.250,8.1,16.4,12.2,9.1,0.8,2.3,13.9,19.0,,0.5,0.2,0.7,.137,,0.4,-0.5,-0.1,0.1
468,Rajon Rondo\rondora01,PG,35,TOT,21,354,8.4,.436,.463,.084,3.4,14.6,9.1,30.3,2.0,1.3,29.4,16.9,,-0.5,0.4,0.0,-0.007,,-3.6,0.5,-3.1,-0.1
468,Rajon Rondo\rondora01,PG,35,LAL,18,289,6.8,.383,.423,.028,3.7,13.9,8.9,29.9,2.0,1.6,32.1,15.7,,-0.5,0.3,-0.2,-0.039,,-4.5,0.2,-4.3,-0.2
468,Rajon Rondo\rondora01,PG,35,CLE,3,65,15.9,.582,.583,.250,1.7,17.6,9.9,32.0,2.3,0.0,20.8,22.7,,0.1,0.1,0.2,.136,,0.7,1.8,2.5,0.1
469,Derrick Rose\rosede01,PG,33,NYK,26,636,17.7,.541,.336,.113,3.5,9.7,6.6,27.7,1.7,1.8,11.9,22.8,,0.9,0.5,1.5,.112,,2.6,-0.6,2.1,0.7
470,Terrence Ross\rosste01,SG,30,ORL,33,868,12.6,.542,.454,.280,1.6,9.8,5.6,13.7,1.2,0.7,11.6,21.9,,0.3,0.3,0.7,.036,,-1.1,-1.2,-2.3,-0.1
471,Terry Rozier\roziete01,SG,27,CHO,32,1023,17.2,.558,.499,.152,2.2,10.9,6.4,15.9,1.8,1.3,6.8,23.0,,1.6,0.3,2.0,.093,,2.3,-1.2,1.1,0.8
472,Ricky Rubio\rubiori01,PG,31,CLE,34,970,14.4,.488,.423,.251,1.7,13.5,7.8,34.5,2.5,0.6,16.5,24.7,,0.2,1.6,1.7,.086,,-0.7,1.2,0.5,0.6
473,D'Angelo Russell\russeda01,PG,25,MIN,31,1021,16.4,.524,.523,.199,1.2,11.2,6.0,33.6,1.4,1.6,12.7,25.8,,1.4,0.8,2.2,.103,,2.4,-1.0,1.4,0.8
474,Domantas Sabonis\sabondo01,C,25,IND,40,1395,22.8,.649,.196,.457,10.3,27.9,19.1,21.2,1.5,1.0,17.4,22.3,,4.0,1.7,5.7,.197,,3.5,1.0,4.5,2.3
475,Olivier Sarr\sarrol01,C,22,OKC,2,14,15.1,.515,.333,.667,0.0,37.0,18.1,0.0,0.0,13.6,0.0,12.0,,0.0,0.0,0.0,.145,,-3.1,2.9,-0.2,0.0
476,Tomáš Satoranský\satorto01,SG,30,NOP,31,462,7.0,.386,.291,.243,4.1,10.8,7.4,21.1,1.5,0.2,16.8,12.7,,-0.2,0.2,-0.1,-0.006,,-4.8,-0.8,-5.6,-0.4
477,Jordan Schakel\schakjo01,SG,23,WAS,2,14,-10.6,.000,.500,.000,15.9,7.6,11.7,0.0,0.0,0.0,0.0,19.0,,-0.1,0.0,-0.1,-0.388,,-11.9,-8.5,-20.5,-0.1
478,Admiral Schofield\schofad01,SF,24,ORL,10,156,7.5,.590,.472,.028,1.4,18.6,9.9,8.9,0.3,1.8,18.0,12.3,,0.0,0.1,0.1,.024,,-4.8,-0.6,-5.4,-0.1
479,Dennis Schröder\schrode01,SG,28,BOS,34,1073,13.9,.534,.317,.260,1.9,9.7,5.7,23.5,1.3,0.3,13.4,23.9,,0.8,0.9,1.7,.077,,-1.2,-1.0,-2.2,-0.1
480,Tre Scott\scotttr01,SF,25,CLE,2,11,20.7,.500,.167,.000,10.2,9.4,9.8,0.0,4.5,8.0,0.0,23.9,,0.0,0.0,0.0,.156,,-4.8,1.8,-2.9,0.0
481,Jay Scrubb\scrubja01,SG,21,LAC,13,74,13.1,.478,.500,.176,1.5,9.7,5.7,15.0,2.0,3.4,7.6,23.5,,0.0,0.1,0.1,.045,,-2.2,-0.2,-2.4,0.0
482,Wayne Selden\seldewa01,SG,27,NYK,3,19,4.6,.434,.500,1.000,0.0,5.7,2.8,7.3,0.0,0.0,0.0,13.4,,0.0,0.0,0.0,.010,,-4.1,-2.3,-6.4,0.0
483,Alperen Şengün\sengual01,C,19,HOU,35,644,18.2,.579,.177,.536,10.2,18.0,14.1,22.8,2.4,4.3,20.0,22.4,,0.8,0.6,1.4,.105,,-0.4,1.2,0.8,0.5
484,Collin Sexton\sextoco01,SG,23,CLE,11,316,11.6,.523,.298,.258,4.6,7.6,6.1,11.9,1.6,0.0,15.6,27.6,,-0.3,0.3,0.1,.012,,-3.2,-0.6,-3.7,-0.1
485,Landry Shamet\shamela01,SG,24,PHO,36,737,10.5,.536,.684,.160,1.3,9.3,5.4,10.1,1.2,0.4,7.4,16.5,,0.6,0.8,1.4,.092,,-0.7,0.2,-0.6,0.3
486,Day'Ron Sharpe\sharpda01,PF,20,BRK,14,114,22.5,.634,.070,.395,26.3,19.6,22.8,2.9,1.3,4.6,19.2,23.7,,0.2,0.2,0.4,.170,,-0.2,-2.0,-2.2,0.0
487,Pascal Siakam\siakapa01,PF,27,TOR,25,893,19.4,.547,.212,.313,5.8,20.2,12.6,21.0,1.4,2.1,11.8,25.5,,1.6,0.9,2.4,.131,,2.2,0.0,2.2,0.9
488,Chris Silva\silvach01,PF,25,TOT,6,64,16.7,.708,.000,.692,17.5,29.7,23.5,6.8,0.0,0.0,19.1,14.5,,0.2,0.1,0.3,.212,,-1.9,-0.6,-2.5,0.0
488,Chris Silva\silvach01,PF,25,MIN,1,3,3.9,,,,0.0,36.8,17.6,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.058,,-5.8,-1.1,-6.9,0.0
488,Chris Silva\silvach01,PF,25,MIA,5,61,17.4,.708,.000,.692,18.3,29.3,23.8,7.2,0.0,0.0,19.1,15.2,,0.2,0.1,0.3,.219,,-1.7,-0.6,-2.3,0.0
489,Marko Simonovic\simonma01,C,22,CHI,6,22,-3.0,.259,.429,.857,15.1,14.9,15.0,0.0,0.0,4.0,17.2,23.2,,-0.1,0.0,-0.1,-0.194,,-14.2,-5.8,-19.9,-0.1
490,Anfernee Simons\simonan01,SG,22,POR,35,911,15.0,.576,.534,.131,2.3,9.1,5.6,18.5,0.8,0.5,10.6,23.0,,1.5,-0.1,1.4,.073,,1.4,-2.6,-1.3,0.2
491,Jericho Sims\simsje01,PF,23,NYK,12,84,14.5,.966,.000,.667,8.9,18.1,13.5,1.7,1.2,5.8,20.5,5.2,,0.2,0.1,0.3,.167,,-0.4,1.8,1.4,0.1
492,Deividas Sirvydis\sirvyde01,SG,21,DET,3,27,0.2,.150,.700,.000,0.0,25.4,11.9,5.1,5.4,3.4,0.0,15.8,,-0.1,0.1,-0.1,-0.141,,-10.8,1.9,-8.8,0.0
493,Javonte Smart\smartja01,PG,22,MIL,13,160,2.7,.340,.419,.140,2.7,9.7,6.2,11.3,1.2,1.2,16.5,14.6,,-0.3,0.1,-0.2,-0.061,,-7.1,-0.8,-8.0,-0.2
494,Marcus Smart\smartma01,PG,27,BOS,38,1294,12.7,.509,.465,.254,2.0,10.6,6.3,22.9,2.8,0.8,15.1,17.3,,0.7,1.7,2.4,.089,,-2.1,1.5,-0.7,0.4
495,Dennis Smith Jr.\smithde03,PG,24,POR,22,376,12.8,.457,.210,.277,3.5,12.0,7.6,28.4,3.5,2.3,20.3,19.4,,-0.2,0.3,0.1,.014,,-2.3,0.9,-1.4,0.1
496,Ish Smith\smithis01,PG,33,CHO,27,389,9.4,.442,.129,.115,1.0,9.8,5.3,26.1,1.8,1.7,17.0,19.1,,-0.4,0.1,-0.2,-0.027,,-4.0,-1.5,-5.5,-0.3
497,Jalen Smith\smithja04,PF,21,PHO,19,271,19.8,.581,.255,.349,17.2,21.9,19.6,2.7,0.7,3.5,10.3,21.7,,0.6,0.5,1.1,.196,,0.6,-1.0,-0.5,0.1
498,Xavier Sneed\sneedxa01,SF,24,MEM,2,8,-7.3,.000,1.000,.000,13.0,13.5,13.3,0.0,0.0,0.0,0.0,10.4,,0.0,0.0,0.0,-0.158,,-14.2,-5.9,-20.1,0.0
499,Tony Snell\snellto01,SG,30,POR,28,347,5.3,.514,.780,.051,2.2,10.7,6.4,6.2,0.7,1.1,10.4,8.5,,0.1,0.0,0.1,.015,,-3.5,-1.1,-4.6,-0.2
500,Jaden Springer\sprinja01,SG,19,PHI,2,6,27.0,1.000,.000,.000,18.6,18.1,18.4,0.0,0.0,30.5,50.0,15.0,,0.0,0.0,0.0,.142,,8.5,8.6,17.1,0.0
501,Cassius Stanley\stanlca01,SG,22,DET,5,106,10.3,.548,.364,.242,4.8,7.6,6.1,4.5,1.4,1.7,12.0,16.7,,0.0,0.1,0.1,.040,,-3.1,-1.4,-4.5,-0.1
502,Nik Stauskas\stausni01,SG,28,MIA,2,24,13.6,.564,.500,.500,4.7,9.3,7.0,6.0,0.0,0.0,0.0,18.0,,0.1,0.0,0.1,.150,,0.4,-1.5,-1.1,0.0
503,Lance Stephenson\stephla01,SF-SG,31,TOT,11,192,14.9,.562,.362,.130,1.7,15.9,8.8,29.4,1.3,0.0,14.1,19.3,,0.3,0.1,0.4,.099,,-0.6,-0.4,-1.0,0.0
503,Lance Stephenson\stephla01,SF,31,ATL,6,70,4.8,.396,.231,.154,1.6,21.5,11.6,20.2,0.0,0.0,22.4,11.1,,-0.1,0.0,0.0,-0.028,,-6.4,-1.0,-7.5,-0.1
503,Lance Stephenson\stephla01,SG,31,IND,5,122,20.8,.601,.393,.125,1.8,12.7,7.3,34.7,2.0,0.0,11.9,24.0,,0.3,0.1,0.4,.171,,2.7,-0.1,2.7,0.1
504,Lamar Stevens\stevela01,PF,24,CLE,27,377,9.1,.507,.306,.171,5.6,10.7,8.3,6.5,1.2,1.4,10.5,15.5,,0.1,0.5,0.5,.067,,-3.2,0.4,-2.9,-0.1
505,Isaiah Stewart\stewais01,C,20,DET,32,819,13.6,.556,.094,.256,10.4,25.1,17.3,6.6,0.7,4.7,15.0,13.9,,0.6,0.9,1.5,.086,,-3.0,-0.1,-3.1,-0.2
506,Max Strus\strusma01,SF,25,MIA,29,675,14.9,.636,.731,.133,1.7,15.1,8.4,8.1,0.7,0.3,7.4,18.6,,1.3,0.6,2.0,.139,,2.4,-0.7,1.7,0.6
507,Jalen Suggs\suggsja01,PG,20,ORL,21,583,7.7,.444,.397,.296,2.9,10.1,6.5,20.6,2.0,1.4,18.7,26.6,,-1.5,0.4,-1.1,-0.092,,-5.0,-1.0,-6.0,-0.6
508,Craig Sword\swordcr01,SG,,WAS,3,19,14.6,.750,.250,.000,0.0,0.0,0.0,7.8,10.4,0.0,20.0,11.7,,0.0,0.0,0.1,.170,,-8.3,10.0,1.6,0.0
509,Keifer Sykes\sykeske01,PG,28,IND,7,188,10.8,.539,.541,.148,1.2,10.0,5.6,19.3,1.1,0.5,13.3,17.4,,0.1,0.1,0.2,.064,,-1.4,-1.0,-2.4,0.0
510,Jae'Sean Tate\tateja01,SF,26,HOU,40,1090,15.0,.560,.271,.276,6.9,15.9,11.4,17.9,1.5,2.0,14.0,20.0,,1.3,0.4,1.7,.076,,-0.8,-0.7,-1.5,0.1
511,Jayson Tatum\tatumja01,SF,23,BOS,37,1359,19.1,.534,.398,.287,3.3,21.7,12.4,18.2,1.4,2.0,10.7,32.0,,1.1,1.9,3.0,.106,,2.5,-0.1,2.4,1.5
512,Terry Taylor\taylote01,SG,22,IND,1,1,32.5,,,,0.0,0.0,0.0,100.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.433,,23.7,9.4,33.1,0.0
513,Garrett Temple\templga01,SG,35,NOP,39,770,10.4,.537,.649,.142,3.4,12.7,8.0,9.4,2.0,2.1,13.2,14.4,,0.3,0.5,0.8,.050,,-1.9,0.1,-1.9,0.0
514,Emanuel Terry\terryem01,PF,25,PHO,3,18,-0.1,.000,.000,.000,48.1,39.8,43.8,12.7,2.7,0.0,50.0,23.9,,-0.1,0.0,-0.1,-0.249,,-13.1,-5.5,-18.6,-0.1
515,Tyrell Terry\terryty01,PG,21,MEM,2,3,20.7,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,,0.0,0.0,0.0,.218,,-3.1,2.2,-0.9,0.0
516,Jon Teske\teskejo01,C,24,MEM,3,8,1.6,.000,.000,2.000,0.0,27.1,13.3,14.3,6.1,0.0,0.0,9.8,,0.0,0.0,0.0,-0.089,,-8.2,3.2,-5.0,0.0
517,Daniel Theis\theisda01,C,29,HOU,24,562,11.1,.553,.439,.220,6.0,18.3,12.2,5.2,0.9,2.6,13.7,16.6,,0.2,0.2,0.4,.031,,-2.2,-1.2,-3.4,-0.2
518,Brodric Thomas\thomabr01,SG,25,BOS,5,22,1.7,.291,.667,.333,4.8,14.8,9.7,18.1,0.0,0.0,22.5,17.7,,-0.1,0.0,-0.1,-0.128,,-6.3,-1.7,-8.0,0.0
519,Cam Thomas\thomaca02,SG,20,BRK,28,458,10.9,.490,.388,.144,1.2,13.8,7.8,10.6,1.6,0.8,9.1,20.8,,-0.2,0.5,0.3,.028,,-2.4,-0.8,-3.2,-0.1
520,Isaiah Thomas\thomais02,PG,32,TOT,5,114,4.5,.415,.532,.234,0.9,6.3,3.7,13.2,0.0,1.6,8.8,21.5,,-0.2,0.0,-0.1,-0.061,,-5.0,-2.8,-7.7,-0.2
520,Isaiah Thomas\thomais02,PG,32,LAL,4,101,3.4,.422,.564,.282,1.1,7.1,4.2,8.1,0.0,1.8,10.2,20.7,,-0.2,0.0,-0.1,-0.070,,-5.6,-2.6,-8.2,-0.2
520,Isaiah Thomas\thomais02,PG,32,DAL,1,13,13.0,.375,.375,.000,0.0,0.0,0.0,53.0,0.0,0.0,0.0,27.5,,0.0,0.0,0.0,.012,,-0.2,-3.6,-3.8,0.0
521,Matt Thomas\thomama02,SG,27,CHI,15,145,8.9,.502,.638,.085,0.8,9.8,5.3,5.5,1.0,0.6,2.0,15.0,,0.1,0.1,0.2,.054,,-1.7,-1.3,-3.0,0.0
522,Klay Thompson\thompkl01,SG,31,GSW,2,40,13.0,.486,.419,.065,2.8,13.1,8.2,18.7,1.2,4.8,13.6,40.1,,-0.1,0.1,0.0,-0.053,,0.6,0.0,0.7,0.0
523,Tristan Thompson\thomptr01,PF,30,SAC,30,455,15.6,.521,.007,.397,16.8,20.9,18.8,6.0,1.2,2.2,14.1,19.4,,0.4,0.3,0.7,.077,,-1.6,-1.9,-3.5,-0.2
524,JT Thor\thorjt01,PF,19,CHO,10,109,7.9,.456,.640,.320,4.7,9.0,6.8,6.9,1.7,5.3,12.3,12.6,,0.0,0.1,0.0,.014,,-4.7,-1.2,-6.0,-0.1
525,Matisse Thybulle\thybuma01,SG,24,PHI,30,781,10.9,.579,.507,.061,2.3,7.7,5.0,5.9,3.5,3.9,13.1,10.1,,0.3,1.1,1.5,.089,,-2.6,3.2,0.6,0.5
526,Killian Tillie\tilliki02,C,23,MEM,27,354,9.1,.458,.646,.081,5.6,9.2,7.3,5.1,2.6,3.4,7.2,13.0,,0.1,0.4,0.5,.068,,-3.1,0.7,-2.4,0.0
527,Xavier Tillman Sr.\tillmxa01,PF,23,MEM,31,450,15.7,.495,.243,.309,9.7,14.9,12.3,11.0,4.0,2.9,12.5,16.3,,0.3,0.8,1.1,.121,,-0.8,2.2,1.5,0.4
528,Isaiah Todd\toddis01,PF,20,WAS,9,35,15.8,.477,.667,.267,6.4,21.3,14.0,4.2,2.8,4.8,5.6,22.5,,0.0,0.1,0.0,.064,,1.7,0.2,1.9,0.0
529,Obi Toppin\toppiob01,PF,23,NYK,36,586,18.3,.600,.281,.333,6.9,18.3,12.6,11.1,1.0,3.0,11.1,20.5,,1.2,0.6,1.8,.149,,0.8,0.1,0.9,0.4
530,Juan Toscano-Anderson\toscaju01,SF,28,GSW,38,618,11.6,.560,.326,.291,4.0,15.3,9.9,18.2,2.3,2.0,21.7,14.3,,0.3,1.2,1.5,.116,,-2.6,2.7,0.1,0.3
531,Karl-Anthony Towns\townska01,C,26,MIN,34,1173,23.7,.630,.322,.355,8.6,20.2,14.2,18.7,1.5,3.4,15.3,27.9,,3.1,1.5,4.7,.191,,4.7,0.6,5.3,2.2
532,Gary Trent Jr.\trentga02,SG,23,TOR,33,1122,14.6,.537,.507,.122,1.2,8.2,4.5,9.4,2.8,1.1,5.8,20.3,,1.5,1.0,2.5,.105,,-0.1,0.3,0.3,0.6
533,P.J. Tucker\tuckepj01,PF,36,MIA,34,970,12.8,.622,.471,.159,6.8,15.4,11.1,11.0,1.3,1.2,12.9,11.6,,1.7,1.1,2.8,.139,,0.4,1.0,1.4,0.8
534,Rayjon Tucker\tuckera01,SG,24,DEN,3,29,14.2,.798,1.000,2.000,3.9,11.3,7.6,17.4,1.7,0.0,0.0,5.8,,0.1,0.0,0.1,.224,,0.5,1.2,1.7,0.0
535,Myles Turner\turnemy01,C,25,IND,40,1183,18.3,.624,.473,.273,5.6,21.2,13.4,5.4,1.0,8.4,11.5,17.3,,1.9,1.8,3.7,.152,,0.4,1.6,2.0,1.2
536,Jonas Valančiūnas\valanjo01,C,29,NOP,38,1200,21.7,.603,.173,.308,11.8,30.2,20.8,13.5,0.9,2.7,13.8,24.1,,2.6,1.1,3.7,.150,,2.6,-0.7,1.9,1.2
537,Denzel Valentine\valende01,SG,28,CLE,22,204,8.6,.516,.710,.000,4.9,14.8,10.0,7.6,1.7,0.0,13.9,15.4,,0.0,0.3,0.3,.060,,-2.5,0.3,-2.3,0.0
538,Jarred Vanderbilt\vandeja01,PF,22,MIN,36,918,16.3,.591,.056,.298,12.7,25.7,18.9,7.4,3.0,3.1,16.2,10.9,,1.4,1.7,3.1,.164,,-0.9,1.8,0.9,0.7
539,Fred VanVleet\vanvlfr01,PG,27,TOR,35,1320,20.4,.586,.541,.191,2.2,12.4,7.0,27.8,2.2,1.4,12.5,24.3,,3.4,1.2,4.6,.168,,5.0,0.3,5.3,2.4
540,Devin Vassell\vassede01,SF,21,SAS,32,801,13.9,.552,.498,.097,2.8,13.5,8.1,8.2,1.9,2.4,7.5,18.4,,0.6,0.8,1.5,.088,,-0.2,0.0,-0.1,0.4
541,Gabe Vincent\vincega01,PG,25,MIA,32,698,12.1,.566,.604,.135,2.4,8.3,5.4,20.0,1.9,1.1,16.5,18.5,,0.6,0.7,1.3,.092,,-1.1,0.1,-1.0,0.2
542,Nikola Vučević\vucevni01,C,31,CHI,31,1028,17.4,.495,.315,.087,6.6,31.1,18.9,15.6,1.6,2.9,8.6,23.4,,0.4,1.8,2.2,.103,,0.5,0.4,0.9,0.8
543,Dean Wade\wadede01,PF,25,CLE,29,572,9.7,.551,.632,.104,4.5,13.6,9.2,8.4,1.3,0.3,7.8,10.8,,0.6,0.7,1.3,.113,,-2.0,1.0,-1.0,0.1
544,Franz Wagner\wagnefr01,SF,20,ORL,41,1317,14.8,.546,.274,.240,3.9,11.6,7.7,13.7,1.5,1.4,9.8,21.5,,1.2,0.7,2.0,.071,,-0.3,-0.7,-1.0,0.3
545,Moritz Wagner\wagnemo01,C,24,ORL,31,358,15.4,.590,.585,.361,4.7,17.1,10.9,12.3,0.8,1.8,11.9,23.4,,0.5,0.2,0.7,.098,,-0.1,-0.9,-0.9,0.1
546,Ish Wainright\wainris01,PF,27,PHO,16,105,5.1,.364,.588,.118,11.3,9.7,10.5,9.7,2.8,0.8,16.4,17.5,,-0.2,0.2,0.0,-0.005,,-6.4,0.6,-5.9,-0.1
547,Kemba Walker\walkeke02,PG,31,NYK,24,654,16.3,.553,.527,.183,1.8,12.3,7.0,22.1,1.5,0.7,10.1,22.3,,1.0,0.5,1.6,.115,,1.9,-0.3,1.7,0.6
548,Lonnie Walker IV\walkelo01,SG,23,SAS,36,820,12.6,.505,.482,.167,1.0,12.5,6.7,14.9,1.2,0.9,8.5,23.6,,0.1,0.6,0.7,.042,,-1.0,-1.4,-2.4,-0.1
549,M.J. Walker\walkemj01,SG,23,PHO,2,8,-3.4,.000,.500,.000,0.0,12.8,6.6,14.3,12.0,0.0,0.0,21.5,,-0.1,0.0,0.0,-0.272,,-15.9,6.2,-9.8,0.0
550,Derrick Walton\waltode01,PG,26,DET,3,108,6.1,.342,.500,.154,1.9,8.5,5.0,27.7,3.1,3.4,28.4,15.3,,-0.3,0.1,-0.2,-0.068,,-5.4,0.7,-4.7,-0.1
551,Brad Wanamaker\wanambr01,PG,32,TOT,23,320,8.0,.472,.221,.325,2.1,11.4,6.7,23.2,1.1,1.6,20.7,15.1,,0.0,0.2,0.2,.026,,-5.1,-0.5,-5.6,-0.3
551,Brad Wanamaker\wanambr01,PG,32,IND,22,293,7.0,.465,.236,.306,2.3,11.0,6.6,22.1,0.8,1.8,22.0,15.6,,-0.1,0.2,0.0,.007,,-5.5,-1.0,-6.5,-0.3
551,Brad Wanamaker\wanambr01,PG,32,WAS,1,27,18.6,.554,.000,.600,0.0,15.8,8.1,34.3,3.7,0.0,0.0,10.4,,0.1,0.0,0.1,.226,,-1.5,4.8,3.3,0.0
552,Duane Washington Jr.\washidu02,PG,21,IND,10,211,8.6,.456,.489,.193,0.5,8.9,4.7,13.2,1.6,0.4,10.3,22.0,,-0.2,0.1,-0.1,-0.016,,-3.7,-1.9,-5.6,-0.2
553,P.J. Washington\washipj01,PF,23,CHO,24,601,15.7,.596,.569,.221,5.4,18.3,11.7,13.1,1.5,4.1,13.4,17.4,,0.9,0.4,1.3,.105,,0.7,0.0,0.7,0.4
554,Yuta Watanabe\watanyu01,SF,27,TOR,15,302,10.9,.506,.542,.229,4.4,18.1,10.9,7.0,1.2,2.6,10.2,16.6,,0.1,0.3,0.4,.061,,-1.5,-0.8,-2.3,0.0
555,Tremont Waters\watertr01,PG,24,TOT,3,50,5.7,.357,.643,.000,0.0,9.1,4.3,18.4,5.0,0.0,22.2,15.4,,-0.1,0.1,0.0,-0.043,,-7.4,-0.3,-7.7,-0.1
555,Tremont Waters\watertr01,PG,24,TOR,2,42,5.3,.333,.750,.000,0.0,10.9,5.1,21.9,4.7,0.0,25.0,16.2,,-0.1,0.1,-0.1,-0.064,,-7.1,-1.1,-8.2,-0.1
555,Tremont Waters\watertr01,PG,24,WAS,1,8,7.5,.500,.000,.000,0.0,0.0,0.0,0.0,6.2,0.0,0.0,11.1,,0.0,0.0,0.0,.067,,-9.0,4.0,-5.0,0.0
556,Trendon Watford\watfotr01,SF,21,POR,14,102,13.5,.482,.000,.400,8.5,25.4,16.8,11.7,1.0,5.6,14.5,17.6,,0.0,0.1,0.1,.036,,-3.1,-0.6,-3.7,0.0
557,Paul Watson\watsopa01,SF,27,OKC,9,156,6.0,.432,.743,.057,1.9,16.0,8.8,7.4,0.9,1.8,10.0,11.1,,-0.1,0.1,0.0,.009,,-4.8,-0.8,-5.6,-0.1
558,Quinndary Weatherspoon\weathqu01,SG,25,GSW,3,16,17.2,1.000,.000,.000,0.0,6.6,3.4,0.0,3.0,6.0,20.0,13.6,,0.0,0.0,0.1,.184,,-3.6,5.1,1.6,0.0
559,Russell Westbrook\westbru01,PG,33,LAL,41,1453,15.5,.509,.212,.334,4.2,19.6,12.0,35.5,1.5,0.7,19.4,27.9,,-0.2,1.6,1.4,.045,,-0.5,-0.6,-1.1,0.3
560,Coby White\whiteco01,PG,21,CHI,20,496,12.8,.582,.525,.210,0.7,10.6,5.6,13.9,0.8,0.9,10.8,19.6,,0.6,0.4,0.9,.091,,-1.1,-1.7,-2.8,-0.1
561,Derrick White\whitede01,SG,27,SAS,37,1130,16.5,.542,.441,.277,1.7,10.3,6.0,24.5,1.9,2.6,11.0,20.7,,1.7,1.1,2.8,.118,,1.1,0.6,1.7,1.1
562,Hassan Whiteside\whiteha01,C,32,UTA,36,589,22.6,.652,.000,.476,15.8,28.8,22.6,3.1,0.7,6.9,12.7,18.9,,1.8,1.1,2.9,.234,,0.1,0.9,1.0,0.4
563,Joe Wieskamp\wieskjo01,SG,22,SAS,11,65,17.5,.664,.714,.333,3.2,4.9,4.0,6.4,1.5,2.6,0.0,15.6,,0.2,0.0,0.2,.171,,3.2,0.2,3.4,0.1
564,Aaron Wiggins\wiggiaa01,SG,23,OKC,22,459,11.8,.592,.454,.261,3.3,12.2,7.6,8.5,1.6,1.0,11.4,14.1,,0.5,0.4,0.9,.089,,-2.9,0.4,-2.5,-0.1
565,Andrew Wiggins\wiggian01,SF,26,GSW,36,1137,16.7,.586,.370,.257,4.1,10.8,7.6,9.6,1.5,1.8,9.5,24.2,,1.5,1.8,3.3,.139,,1.4,0.1,1.5,1.0
566,Brandon Williams\willibr03,PG,22,POR,2,12,26.9,.658,.000,2.333,0.0,18.7,9.2,26.0,0.0,0.0,0.0,22.1,,0.1,0.0,0.1,.287,,5.1,-1.0,4.2,0.0
567,Grant Williams\willigr01,PF,23,BOS,36,825,11.9,.655,.681,.214,3.6,11.9,7.7,6.3,1.1,2.6,12.3,12.1,,1.3,0.9,2.2,.125,,-0.7,0.6,-0.1,0.4
568,Kenrich Williams\willike04,SF,27,OKC,36,742,13.7,.538,.350,.180,6.6,13.3,9.9,14.5,2.3,0.6,11.4,15.4,,0.7,0.8,1.5,.095,,-1.6,1.1,-0.4,0.3
569,Lou Williams\willilo02,PG,35,ATL,27,388,10.3,.465,.326,.227,2.2,9.7,6.0,15.0,1.9,0.5,11.7,24.1,,-0.3,0.1,-0.2,-0.021,,-3.9,-2.2,-6.1,-0.4
570,Patrick Williams\willipa01,PF,20,CHI,5,125,9.6,.666,.261,.174,0.9,8.7,4.8,3.2,1.2,1.4,7.5,9.4,,0.2,0.1,0.3,.101,,-2.5,0.5,-2.0,0.0
571,Robert Williams\williro04,C,24,BOS,32,939,22.0,.751,.000,.287,13.9,18.9,16.4,9.1,1.5,6.9,15.6,11.7,,3.0,1.6,4.6,.236,,2.3,2.2,4.4,1.5
572,Ziaire Williams\willizi02,SF,20,MEM,24,455,7.1,.506,.603,.071,1.4,6.7,4.0,5.6,1.2,1.2,8.8,14.6,,0.1,0.3,0.3,.034,,-3.8,-1.4,-5.2,-0.4
573,D.J. Wilson\wilsodj01,PF,25,TOR,3,48,26.9,.779,.182,.909,2.1,30.9,15.8,12.5,5.2,2.1,11.5,15.5,,0.2,0.1,0.3,.317,,1.6,3.0,4.6,0.1
574,Dylan Windler\windldy01,SF,25,CLE,26,271,10.0,.577,.690,.069,5.0,14.9,10.1,11.6,1.3,0.6,14.3,11.3,,0.3,0.4,0.6,.115,,-1.6,1.8,0.2,0.1
